age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml
35-39,Male,United States of America,Doctoral degree,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,5-10 years
22-24,Male,India,Masters degree,Software Engineer,0-49 employees,I do not know,$0-999,basic,3-5 years
35-39,Male,Turkey,Masters degree,Other,"> 10,000 employees",I do not know,"1,000-1,999",intermediate,
25-29,Female,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",intermediate,
22-24,Male,Egypt,Bachelors degree,Data Scientist,0-49 employees,,,intermediate,
35-39,Male,Canada,Masters degree,Data Scientist,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",,intermediate,
18-21,Male,India,Masters degree,Student,,,,intermediate,
40-44,Male,Brazil,Bachelors degree,Other,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","3,000-3,999",basic,< 1 years
22-24,Male,Nigeria,Bachelors degree,Data Scientist,50-249 employees,No (we do not use ML methods),$0-999,advance,< 1 years
25-29,Male,Viet Nam,Masters degree,Research Scientist,0-49 employees,,,intermediate,
25-29,Male,Chile,Professional Course,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","25,000-29,999",advance,3-5 years
18-21,Male,Russia,Bachelors degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),"4,000-4,999",advance,1-2 years
50-54,Female,United States of America,Doctoral degree,Research Scientist,"1000-9,999 employees",,,intermediate,
40-44,Female,United States of America,Doctoral degree,Other,50-249 employees,I do not know,"40,000-49,999",basic,5-10 years
22-24,Male,Indonesia,Professional Course,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","4,000-4,999",advance,3-5 years
60-69,Male,United States of America,Professional Course,Research Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",,intermediate,
18-21,Other,Russia,Professional Course,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"1,000-1,999",advance,< 1 years
35-39,Male,United States of America,Doctoral degree,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
25-29,Male,Egypt,Masters degree,Student,,,,advance,1-2 years
30-34,Female,United States of America,Masters degree,Data Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",$0-999,advance,1-2 years
25-29,Female,India,Bachelors degree,Other,"> 10,000 employees",I do not know,,intermediate,
60-69,Male,Australia,Bachelors degree,Business Analyst,50-249 employees,We are exploring ML methods (and may one day put a model into production),"80,000-89,999",basic,20+ years
22-24,Male,Mexico,Bachelors degree,Data Analyst,250-999 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",advance,3-5 years
18-21,Male,United Kingdom of Great Britain and Northern Ireland,Professional Course,Data Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",intermediate,
22-24,Male,India,Bachelors degree,Software Engineer,50-249 employees,I do not know,$0-999,intermediate,
50-54,Male,South Korea,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"5,000-7,499",advance,< 1 years
25-29,Male,China,Doctoral degree,Student,,,,intermediate,
30-34,Male,United States of America,Bachelors degree,Other,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"150,000-199,999",advance,5-10 years
30-34,Female,Algeria,Masters degree,Statistician,50-249 employees,I do not know,$0-999,intermediate,
22-24,Female,United States of America,Bachelors degree,Other,0-49 employees,,,intermediate,
35-39,Male,United States of America,Doctoral degree,Student,,,,intermediate,
45-49,Male,Japan,Doctoral degree,Data Scientist,250-999 employees,We are exploring ML methods (and may one day put a model into production),"50,000-59,999",intermediate,
22-24,Male,United Kingdom of Great Britain and Northern Ireland,Masters degree,Student,,,,advance,1-2 years
30-34,Male,United States of America,Bachelors degree,Data Analyst,0-49 employees,No (we do not use ML methods),"25,000-29,999",intermediate,
25-29,Female,Saudi Arabia,Masters degree,Data Scientist,0-49 employees,,,intermediate,
25-29,Male,United States of America,Doctoral degree,Student,,,,advance,5-10 years
70+,Male,Germany,Masters degree,Other,,,,intermediate,
22-24,Female,United States of America,Masters degree,Business Analyst,,,,intermediate,
30-34,Female,United States of America,Bachelors degree,Student,,,,basic,3-5 years
22-24,Male,China,Masters degree,Data Analyst,50-249 employees,We are exploring ML methods (and may one day put a model into production),"1,000-1,999",advance,5-10 years
22-24,Male,Nigeria,Bachelors degree,Statistician,250-999 employees,No (we do not use ML methods),$0-999,advance,1-2 years
40-44,Male,China,Doctoral degree,Research Scientist,250-999 employees,,,intermediate,
22-24,Male,Japan,Professional Course,Student,,,,intermediate,
40-44,Female,Spain,Masters degree,Other,50-249 employees,No (we do not use ML methods),"1,000-1,999",intermediate,
18-21,Male,India,Professional Course,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,intermediate,
35-39,Male,Brazil,Masters degree,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","5,000-7,499",advance,3-5 years
22-24,Male,United States of America,Bachelors degree,Student,,,,advance,3-5 years
40-44,Male,Other,Bachelors degree,Product/Project Manager,50-249 employees,We are exploring ML methods (and may one day put a model into production),"80,000-89,999",intermediate,
22-24,Female,India,Professional Course,Other,,,,intermediate,
35-39,Female,United States of America,Bachelors degree,Software Engineer,0-49 employees,No (we do not use ML methods),,intermediate,
25-29,Male,United States of America,Professional Course,Other,,,,intermediate,
22-24,Male,Turkey,Professional Course,Student,,,,intermediate,
30-34,Male,Austria,Doctoral degree,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"30,000-39,999",intermediate,
40-44,Female,Brazil,Masters degree,Data Engineer,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),,intermediate,
30-34,Female,New Zealand,Masters degree,Software Engineer,50-249 employees,No (we do not use ML methods),"50,000-59,999",intermediate,
30-34,Male,Canada,Masters degree,Data Engineer,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"90,000-99,999",intermediate,
25-29,Male,Canada,Doctoral degree,Student,,,,advance,5-10 years
22-24,Male,United States of America,Bachelors degree,Software Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
55-59,Male,Germany,Masters degree,Software Engineer,50-249 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
40-44,Male,Other,Masters degree,Research Scientist,250-999 employees,No (we do not use ML methods),$0-999,intermediate,
18-21,Male,Other,Professional Course,Other,,,,intermediate,
45-49,Male,Indonesia,Masters degree,Other,250-999 employees,No (we do not use ML methods),"15,000-19,999",intermediate,
25-29,Male,United States of America,Doctoral degree,Software Engineer,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
22-24,Male,Other,Bachelors degree,Student,,,,advance,< 1 years
22-24,Male,India,Bachelors degree,Other,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"3,000-3,999",intermediate,1-2 years
22-24,Male,Egypt,Masters degree,Research Scientist,50-249 employees,No (we do not use ML methods),$0-999,advance,3-5 years
40-44,Female,South Korea,Doctoral degree,Research Scientist,250-999 employees,,,intermediate,
18-21,Male,Australia,Bachelors degree,Other,,,,intermediate,
35-39,Male,Japan,Masters degree,Software Engineer,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",,intermediate,
30-34,Male,Switzerland,Doctoral degree,Research Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","125,000-149,999",advance,< 1 years
25-29,Male,Algeria,Masters degree,Student,,,,advance,< 1 years
45-49,Male,Other,Masters degree,Business Analyst,250-999 employees,,,intermediate,
40-44,Male,Brazil,Masters degree,Software Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999",basic,20+ years
50-54,Male,Argentina,Doctoral degree,Research Scientist,250-999 employees,,,intermediate,
22-24,Female,Tunisia,Masters degree,Student,,,,intermediate,
25-29,Male,Romania,Bachelors degree,Data Engineer,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999",advance,1-2 years
40-44,Male,South Korea,Masters degree,Data Analyst,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,intermediate,
25-29,Male,Greece,Masters degree,Software Engineer,0-49 employees,No (we do not use ML methods),$0-999,intermediate,
22-24,Female,United States of America,Bachelors degree,Data Analyst,,,,intermediate,
40-44,Male,China,Doctoral degree,Research Scientist,0-49 employees,,,intermediate,
40-44,Male,Canada,Masters degree,Student,,,,intermediate,
35-39,Other,Canada,Masters degree,Other,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","70,000-79,999",intermediate,
40-44,Male,United States of America,Masters degree,Data Scientist,0-49 employees,,,intermediate,
60-69,Male,Japan,Professional Course,Software Engineer,0-49 employees,No (we do not use ML methods),$0-999,intermediate,
40-44,Male,Canada,Masters degree,Data Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),,intermediate,
50-54,Male,New Zealand,Doctoral degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
60-69,Male,United States of America,Bachelors degree,Other,250-999 employees,,,intermediate,
35-39,Male,United States of America,Masters degree,Statistician,"1000-9,999 employees",No (we do not use ML methods),"1,000-1,999",intermediate,
22-24,Male,Argentina,Masters degree,Data Analyst,"> 10,000 employees",No (we do not use ML methods),"7,500-9,999",advance,1-2 years
55-59,Male,United States of America,Masters degree,Data Analyst,250-999 employees,We are exploring ML methods (and may one day put a model into production),"150,000-199,999",intermediate,
40-44,Male,Mexico,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"7,500-9,999",intermediate,
50-54,Female,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,20+ years
35-39,Male,Viet Nam,Professional Course,Other,,,,intermediate,
30-34,Female,India,Masters degree,Data Scientist,0-49 employees,,,intermediate,
22-24,Male,Canada,Bachelors degree,Data Analyst,"1000-9,999 employees",I do not know,"40,000-49,999",basic,1-2 years
40-44,Male,Taiwan,Masters degree,Data Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"2,000-2,999",intermediate,
35-39,Male,United States of America,Professional Course,Other,,,,intermediate,
30-34,Male,Pakistan,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),$0-999,intermediate,
45-49,Male,Canada,Masters degree,Product/Project Manager,50-249 employees,No (we do not use ML methods),"60,000-69,999",intermediate,
18-21,Female,Ireland,Masters degree,Student,,,,intermediate,
70+,Male,United States of America,Doctoral degree,Research Scientist,0-49 employees,No (we do not use ML methods),"30,000-39,999",advance,5-10 years
18-21,Male,Germany,Bachelors degree,Student,,,,advance,< 1 years
25-29,Female,Japan,Bachelors degree,Software Engineer,"> 10,000 employees",,,intermediate,
22-24,Male,United States of America,Masters degree,DBA/Database Engineer,0-49 employees,I do not know,,intermediate,
60-69,Male,United States of America,Doctoral degree,Other,0-49 employees,I do not know,,intermediate,
18-21,Female,Philippines,Bachelors degree,Student,,,,intermediate,
25-29,Male,Other,Masters degree,Student,,,,intermediate,
25-29,Male,South Korea,Bachelors degree,Other,,,,intermediate,
22-24,Male,Brazil,Professional Course,Other,"> 10,000 employees",I do not know,"2,000-2,999",intermediate,
30-34,Male,Republic of Korea,Professional Course,Other,,,,intermediate,
55-59,Male,United States of America,Masters degree,Product/Project Manager,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999",intermediate,10-20 years
22-24,Male,Nigeria,Bachelors degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"7,500-9,999",intermediate,
55-59,Male,Morocco,Professional Course,Data Engineer,,,,intermediate,
25-29,Male,United States of America,Bachelors degree,Data Scientist,0-49 employees,No (we do not use ML methods),"30,000-39,999",intermediate,
45-49,Male,Taiwan,Masters degree,Other,50-249 employees,No (we do not use ML methods),"70,000-79,999",intermediate,
55-59,Male,Chile,Bachelors degree,Data Engineer,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999",advance,1-2 years
40-44,Male,United States of America,Doctoral degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",intermediate,
25-29,Male,Taiwan,Professional Course,Other,,,,intermediate,
25-29,Male,Taiwan,Bachelors degree,Software Engineer,50-249 employees,No (we do not use ML methods),"1,000-1,999",intermediate,
25-29,Male,Japan,Professional Course,Other,,,,intermediate,
60-69,Male,United States of America,Masters degree,Other,,,,intermediate,
22-24,Female,China,Masters degree,Student,,,,intermediate,
25-29,Male,Nigeria,Bachelors degree,Student,,,,intermediate,
45-49,Other,United States of America,Professional Course,DBA/Database Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",intermediate,
22-24,Male,Morocco,Doctoral degree,Software Engineer,250-999 employees,,,intermediate,
30-34,Male,Japan,Doctoral degree,Data Scientist,50-249 employees,,,intermediate,
50-54,Male,Other,Professional Course,Product/Project Manager,,,,intermediate,
30-34,Male,United States of America,Doctoral degree,Research Scientist,50-249 employees,,,intermediate,
25-29,Male,Mexico,Doctoral degree,Student,,,,intermediate,
35-39,Male,Taiwan,Bachelors degree,Data Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"3,000-3,999",intermediate,
22-24,Male,United States of America,Masters degree,Other,,,,intermediate,
22-24,Male,China,Masters degree,Student,,,,intermediate,
18-21,Male,Russia,Bachelors degree,Student,,,,basic,< 1 years
25-29,Male,United States of America,Masters degree,Other,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
25-29,Male,Switzerland,Masters degree,Student,,,,advance,1-2 years
45-49,Male,Other,Professional Course,Other,,,,intermediate,
35-39,Male,Egypt,Masters degree,Data Scientist,0-49 employees,,,intermediate,
40-44,Male,Taiwan,Masters degree,Software Engineer,250-999 employees,I do not know,"30,000-39,999",intermediate,
45-49,Male,Australia,Bachelors degree,Data Scientist,0-49 employees,No (we do not use ML methods),"150,000-199,999",advance,10-20 years
25-29,Male,Italy,Masters degree,Data Scientist,0-49 employees,,,intermediate,
50-54,Male,Brazil,Professional Course,Business Analyst,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","3,000-3,999",intermediate,
22-24,Male,India,Masters degree,Student,,,,advance,< 1 years
70+,Other,Other,Professional Course,Other,0-49 employees,I do not know,"> $500,000",intermediate,20+ years
25-29,Male,Japan,Masters degree,Research Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),$0-999,advance,3-5 years
22-24,Male,Germany,Professional Course,Other,,,,intermediate,
40-44,Male,Japan,Doctoral degree,Research Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999",advance,10-20 years
25-29,Female,United States of America,Masters degree,Statistician,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",,intermediate,
35-39,Male,United States of America,Masters degree,Data Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","250,000-299,999",advance,3-5 years
40-44,Male,India,Masters degree,Data Analyst,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"20,000-24,999",advance,3-5 years
25-29,Male,Japan,Professional Course,Other,,,,intermediate,
35-39,Male,Brazil,Masters degree,Data Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"40,000-49,999",advance,1-2 years
18-21,Male,Tunisia,Masters degree,Data Scientist,0-49 employees,,,intermediate,
18-21,Male,Malaysia,Bachelors degree,Student,,,,intermediate,
35-39,Male,Japan,Professional Course,Other,,,,intermediate,
30-34,Female,United States of America,Bachelors degree,Data Scientist,"> 10,000 employees",,,intermediate,
25-29,Female,United States of America,Professional Course,Other,,,,intermediate,
25-29,Male,South Korea,Bachelors degree,Student,,,,advance,< 1 years
25-29,Male,Brazil,Bachelors degree,Business Analyst,0-49 employees,We use ML methods for generating insights (but do not put working models into production),$0-999,intermediate,< 1 years
30-34,Other,United States of America,Doctoral degree,Research Scientist,"1000-9,999 employees",I do not know,,intermediate,
55-59,Male,Canada,Bachelors degree,Product/Project Manager,50-249 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
18-21,Male,Japan,Professional Course,Student,,,,intermediate,
22-24,Female,Japan,Bachelors degree,Software Engineer,250-999 employees,,,intermediate,
25-29,Female,Taiwan,Masters degree,Other,,,,intermediate,
30-34,Female,United States of America,Bachelors degree,Data Analyst,0-49 employees,No (we do not use ML methods),$0-999,advance,3-5 years
22-24,Male,India,Doctoral degree,Statistician,0-49 employees,I do not know,$0-999,intermediate,
22-24,Male,United States of America,Masters degree,Software Engineer,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",intermediate,1-2 years
35-39,Male,New Zealand,Masters degree,Software Engineer,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999",advance,10-20 years
25-29,Male,South Korea,Masters degree,Research Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
18-21,Male,Taiwan,Professional Course,Research Scientist,"1000-9,999 employees",,,intermediate,
25-29,Male,Japan,Masters degree,Software Engineer,,,,intermediate,
18-21,Male,Mexico,Professional Course,Other,,,,intermediate,
30-34,Male,Japan,Masters degree,Other,"1000-9,999 employees",,,intermediate,
45-49,Male,Colombia,Masters degree,Data Engineer,"> 10,000 employees",No (we do not use ML methods),"5,000-7,499",advance,1-2 years
25-29,Male,China,Doctoral degree,Student,,,,intermediate,
55-59,Male,United States of America,Masters degree,Software Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
35-39,Male,Other,Masters degree,Data Engineer,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,intermediate,
18-21,Female,Indonesia,Bachelors degree,Statistician,50-249 employees,,,intermediate,
55-59,Female,Other,Bachelors degree,Business Analyst,0-49 employees,No (we do not use ML methods),$0-999,intermediate,
22-24,Male,Japan,Bachelors degree,Research Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),"30,000-39,999",intermediate,
45-49,Male,Taiwan,Masters degree,Product/Project Manager,"> 10,000 employees",,,intermediate,
25-29,Male,Egypt,Masters degree,Other,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",$0-999,intermediate,
30-34,Male,United States of America,Masters degree,Data Engineer,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999",advance,1-2 years
45-49,Male,Brazil,Doctoral degree,Data Scientist,"1000-9,999 employees",I do not know,,intermediate,
45-49,Male,Australia,Bachelors degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","> $500,000",intermediate,
45-49,Female,Republic of Korea,Professional Course,Other,,,,intermediate,
40-44,Male,Japan,Bachelors degree,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999",intermediate,
22-24,Female,India,Masters degree,Statistician,"> 10,000 employees",,,intermediate,
22-24,Male,France,Doctoral degree,Research Scientist,250-999 employees,We are exploring ML methods (and may one day put a model into production),"40,000-49,999",advance,3-5 years
25-29,Male,China,Masters degree,Other,,,,intermediate,
60-69,Male,United States of America,Professional Course,DBA/Database Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),"50,000-59,999",advance,5-10 years
25-29,Male,United States of America,Masters degree,Software Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,1-2 years
25-29,Female,United States of America,Masters degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999",advance,3-5 years
25-29,Male,Ireland,Masters degree,Student,,,,advance,3-5 years
40-44,Other,Japan,Bachelors degree,Other,,,,intermediate,
35-39,Male,South Korea,Doctoral degree,Research Scientist,250-999 employees,,,intermediate,
30-34,Male,India,Masters degree,DBA/Database Engineer,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","3,000-3,999",intermediate,
60-69,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees",,,intermediate,
22-24,Male,India,Bachelors degree,Software Engineer,"> 10,000 employees",I do not know,"1,000-1,999",intermediate,
55-59,Male,Malaysia,Masters degree,Business Analyst,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",advance,1-2 years
25-29,Male,Japan,Bachelors degree,Software Engineer,"1000-9,999 employees",No (we do not use ML methods),"50,000-59,999",advance,< 1 years
30-34,Male,Indonesia,Bachelors degree,Other,"> 10,000 employees",No (we do not use ML methods),"50,000-59,999",intermediate,I have never written code
22-24,Female,Australia,Professional Course,Student,,,,basic,< 1 years
25-29,Male,Chile,Masters degree,Product/Project Manager,250-999 employees,I do not know,"25,000-29,999",intermediate,
18-21,Male,Taiwan,Professional Course,Student,,,,intermediate,
18-21,Male,Nigeria,Bachelors degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"10,000-14,999",advance,1-2 years
22-24,Female,South Korea,Professional Course,Data Analyst,0-49 employees,I do not know,,intermediate,
22-24,Other,Mexico,Bachelors degree,Data Scientist,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","20,000-24,999",advance,3-5 years
25-29,Female,Republic of Korea,Professional Course,Student,,,,advance,3-5 years
45-49,Male,Singapore,Masters degree,Software Engineer,"1000-9,999 employees",I do not know,"25,000-29,999",intermediate,
30-34,Male,Germany,Masters degree,Other,250-999 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
25-29,Male,Other,Masters degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",,intermediate,
18-21,Female,China,Masters degree,Student,,,,advance,1-2 years
35-39,Male,United States of America,Masters degree,Other,250-999 employees,No (we do not use ML methods),"80,000-89,999",intermediate,
22-24,Other,Taiwan,Professional Course,Student,,,,intermediate,
22-24,Male,Germany,Masters degree,Software Engineer,"> 10,000 employees",I do not know,"2,000-2,999",basic,1-2 years
25-29,Male,India,Masters degree,Data Scientist,50-249 employees,,,intermediate,
22-24,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999",advance,3-5 years
25-29,Male,South Korea,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,intermediate,
22-24,Male,United States of America,Bachelors degree,Student,,,,intermediate,
18-21,Male,India,Bachelors degree,Student,,,,advance,1-2 years
25-29,Male,Brazil,Professional Course,Student,,,,advance,< 1 years
40-44,Male,Australia,Doctoral degree,Research Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"80,000-89,999",intermediate,
30-34,Male,United States of America,Masters degree,Data Analyst,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999",advance,3-5 years
45-49,Other,Taiwan,Doctoral degree,Research Scientist,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"2,000-2,999",advance,5-10 years
30-34,Male,United States of America,Bachelors degree,Data Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"80,000-89,999",intermediate,3-5 years
22-24,Other,China,Professional Course,Data Analyst,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999",advance,1-2 years
25-29,Male,China,Professional Course,Other,,,,intermediate,
35-39,Female,Taiwan,Masters degree,Student,,,,intermediate,10-20 years
35-39,Male,Brazil,Masters degree,Data Analyst,"1000-9,999 employees",I do not know,"2,000-2,999",advance,10-20 years
18-21,Male,Canada,Professional Course,Data Analyst,0-49 employees,,,intermediate,
30-34,Female,Malaysia,Doctoral degree,Other,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,basic,I have never written code
45-49,Male,Canada,Masters degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
22-24,Male,India,Bachelors degree,Data Analyst,0-49 employees,,,intermediate,
35-39,Male,Taiwan,Bachelors degree,Software Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
18-21,Male,Russia,Bachelors degree,Student,,,,intermediate,
22-24,Male,India,Bachelors degree,Student,,,,intermediate,
25-29,Female,United States of America,Masters degree,Software Engineer,"> 10,000 employees",,,intermediate,
25-29,Female,India,Masters degree,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","3,000-3,999",intermediate,
45-49,Male,Taiwan,Masters degree,Other,50-249 employees,,,intermediate,
22-24,Male,Singapore,Bachelors degree,Student,,,,advance,1-2 years
22-24,Male,Other,Professional Course,Data Analyst,,,,intermediate,
18-21,Female,Philippines,Bachelors degree,Data Analyst,"> 10,000 employees",,,intermediate,
22-24,Male,Argentina,Masters degree,Research Scientist,250-999 employees,,,intermediate,
18-21,Male,Republic of Korea,Bachelors degree,Student,,,,advance,< 1 years
25-29,Female,United States of America,Masters degree,Data Analyst,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","70,000-79,999",intermediate,
35-39,Male,United States of America,Professional Course,Other,,,,intermediate,
18-21,Male,India,Bachelors degree,Student,,,,advance,< 1 years
30-34,Male,United Kingdom of Great Britain and Northern Ireland,Masters degree,Data Analyst,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"7,500-9,999",advance,5-10 years
18-21,Male,China,Bachelors degree,Student,,,,intermediate,1-2 years
35-39,Male,Japan,Masters degree,Data Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),"125,000-149,999",intermediate,
22-24,Male,Viet Nam,Masters degree,Student,,,,advance,1-2 years
22-24,Male,India,Bachelors degree,Software Engineer,"> 10,000 employees",I do not know,"7,500-9,999",intermediate,
40-44,Male,India,Bachelors degree,Data Scientist,250-999 employees,No (we do not use ML methods),"40,000-49,999",basic,3-5 years
55-59,Female,United States of America,Masters degree,Data Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
25-29,Male,India,Doctoral degree,Data Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),,intermediate,
18-21,Female,Japan,Masters degree,Other,,,,intermediate,
35-39,Male,United States of America,Masters degree,Product/Project Manager,0-49 employees,No (we do not use ML methods),"80,000-89,999",intermediate,
25-29,Male,India,Masters degree,Other,,,,intermediate,
25-29,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","90,000-99,999",intermediate,
25-29,Other,China,Masters degree,Data Engineer,"1000-9,999 employees",I do not know,"25,000-29,999",intermediate,
25-29,Male,India,Bachelors degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","1,000-1,999",advance,1-2 years
30-34,Male,Mexico,Masters degree,Data Analyst,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"10,000-14,999",advance,1-2 years
22-24,Male,India,Masters degree,Software Engineer,50-249 employees,No (we do not use ML methods),"5,000-7,499",intermediate,1-2 years
35-39,Male,Taiwan,Masters degree,Data Engineer,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",intermediate,
22-24,Other,India,Masters degree,Student,,,,intermediate,
30-34,Male,United States of America,Masters degree,Student,,,,advance,< 1 years
50-54,Male,Hong Kong (S.A.R.),Doctoral degree,Other,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"20,000-24,999",intermediate,
25-29,Male,Taiwan,Bachelors degree,Student,,,,intermediate,
55-59,Male,Brazil,Bachelors degree,Business Analyst,50-249 employees,No (we do not use ML methods),"2,000-2,999",advance,5-10 years
30-34,Male,China,Masters degree,Student,,,,intermediate,5-10 years
